full_text,tweet_url,username,compound,positive,negative,neutral,textblob_polarity,ensemble_score,sentiment_label
ABA Addresses Lawyer Generative AI Use: Key Takeaways from ABA's Latest Ethics Opinion https://t.co/yZM3XOg03I,https://x.com/Tech_Law/status/1820838749498171698,Tech_Law,0.0,0.0,0.0,1.0,0.25,0.1,Neutral
Opinion | The Synthetic Professor We have reached a point in the development of generative AI that synthetic AI professors are poised to enter academe. https://t.co/z7nkqA3heH https://t.co/I7qWkCl6od,https://x.com/insidehighered/status/1814448154034446604,insidehighered,0.34,0.129,0.0,0.871,0.0,0.20400000000000001,Positive
What strikes me most about defenders of generative AI is the depressingly low opinion they seem to have of their own species. Human workers hallucinate just as badly isn't a stop I thought we'd be enjoying on this tour and yet here we are.,https://x.com/ViolettaCrisis/status/1850647169998721045,ViolettaCrisis,-0.629,0.13,0.208,0.662,0.15000000000000005,-0.3174,Negative
This Week in eDiscovery: Preserving Relevant Data on Video Game Consoles ABA Opinion on Generative AI https://t.co/TCvLKtiXWb | by @TrustArray,https://x.com/Tech_Law/status/1821605320818618748,Tech_Law,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
@GrammarTable Generative AI is environmentally **disastrous** and exists only to steal from and further marginalize actual human labor while consolidating more capital at the top. This is really disappointing to see from someone otherwise committed to humanistic education.,https://x.com/getheode/status/1860363529548890558,getheode,-0.5849,0.087,0.15,0.762,-0.03749999999999999,-0.36594,Negative
AI exec: Generative AI solutions are unpredictable and their output is often surprising to the point of not really addressing the question... Usually these occurrences are harmless and they are quickly forgotten. the output: https://t.co/8ZWmg9MMdt,https://x.com/liu_angela/status/1858887835010412804,liu_angela,0.4404,0.15,0.049,0.801,0.10333333333333332,0.3055733333333333,Positive
Worried about AI taking your job? Listen to my expert opinion on the matter! Follow me for any updates in Generative AI! #GenerativeAI #FutureofLiving #FutureOfWork https://t.co/2RWrCnWuBj,https://x.com/tpap_/status/1823933113409434069,tpap_,-0.3987,0.039,0.1,0.861,0.0,-0.23922,Negative
#BusinessLawToday | Formal Opinion 512 organizes the legal ethics implications of lawyers using generative AI tools addressing topics from confidentiality to fees. Read: https://t.co/5ZCstLCFko #BusinessLaw #Ethics #InternetLaw #CyberSecurity,https://x.com/ABABusLaw/status/1849168948987568553,ABABusLaw,0.128,0.055,0.0,0.945,0.2,0.1568,Positive
Unlocking value from generative AI requires moving to a model that is counterintuitive at best and heretical at worst: Giving up more control to AI. https://t.co/2lkFHAWbfz New in The Information Opinion by @SarahHinkfuss,https://x.com/theinformation/status/1796210771401072867,theinformation,0.5994,0.219,0.1,0.681,0.1590909090909091,0.4232763636363637,Positive
How generative AI paves the way for more contextualized and personalized DOOH campaigns https://t.co/zzyWd37Uy0 #Opinion https://t.co/6XpKOcpVCc,https://x.com/TheDrum/status/1833789889508446324,TheDrum,0.0,0.0,0.0,1.0,0.5,0.2,Positive
Opinion: Columnist David Lat speaks with attorneys about e-discovery specialization in boutiques and how generative AI impacts e-discovery. https://t.co/h7RiHajixV,https://x.com/BLaw/status/1849103763862073589,BLaw,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Opinion | Our Responsibility to Teach AI to Students Put aside your concerns about student use of generative AI in your classes. It is our urgent responsibility to teach students now how to use the technology in their discipline their careers depend on us https://t.co/woJtI0bGiy https://t.co/sNfmU76VkR,https://x.com/insidehighered/status/1818700172060139966,insidehighered,0.2023,0.039,0.0,0.961,0.0,0.12138,Positive
Why is generative AI a threat to democracy and what's intimacy got to do with it? Read an excerpt from 'Nexus' in today's @nytimes ahead of the book's publication next week: https://t.co/s3IyElYoyJ. #NexusBook https://t.co/Ts5OgJx7Gn,https://x.com/harari_yuval/status/1831345719699022033,harari_yuval,-0.5267,0.0,0.096,0.904,0.0,-0.31601999999999997,Negative
Opinion | A Near-Future Vision of AI in Higher Ed The state of the art of generative artificial intelligence is changing at lightning speed. Advances come by the hour not just by the day. How might this play out in higher ed? https://t.co/bNfZSVnFHM https://t.co/036yEg1X41,https://x.com/insidehighered/status/1839026105044423147,insidehighered,0.7814,0.168,0.0,0.832,-0.033333333333333326,0.45550666666666667,Positive
Opinion: DLA Piper attorneys share tips for in-house departments as they adopt generative AI tools including being transparent with all teams so they are prepared for challenges. https://t.co/Hi1Wzu4AMA,https://x.com/BLaw/status/1832101737005568363,BLaw,0.6557,0.235,0.0,0.765,0.0,0.39341999999999994,Positive
Very insightful piece by the great @herbgreenberg describing the limitations of Generative AI - exhibiting that #AI may not be as intelligent as we are being led to believe. https://t.co/OZvyyPXZGQ,https://x.com/KailashConcepts/status/1859254876670201862,KailashConcepts,0.3859,0.122,0.074,0.804,0.6,0.47153999999999996,Positive
Opinion: UpLevel Ops' Brandi Pack and Stephanie Corey say reskilling is a critical step in generative AI adoption and suggest steps like finding simple use cases for employees' workflows and starting rollout with small groups. https://t.co/h1PUsiTodd,https://x.com/BLaw/status/1833204001115934980,BLaw,0.0516,0.066,0.061,0.873,-0.0625,0.0059599999999999966,Neutral
Generative AI enhances individual creativity but reduces the collective diversity of novel content | Science Advances https://t.co/1v0AE7JQ2l,https://x.com/ReemSAlGurg/status/1859256510787764604,ReemSAlGurg,0.5789,0.253,0.0,0.747,0.0,0.34734,Positive
QOTMII 2024 US ELECTIONS did it! Accurately predicted Trump's victory confirming the power of its generative AI algorithms! Very proud to have demonstrated that our QOTMII generative AI accurately captures the pulse of public opinion. #USAElections2024,https://x.com/FILTERIS_CANADA/status/1854476249709592957,FILTERIS_CANADA,0.6094,0.102,0.0,0.898,0.47500000000000003,0.55564,Positive
Generative AI is built atop the theft of creative professionals work . This clear concise summary in the LA Times of the huge problem at the core of much generative AI is well worth a read. https://t.co/uFxoCD14lT https://t.co/uEbdjHuMSd,https://x.com/ednewtonrex/status/1803429200977617165,ednewtonrex,0.7964,0.265,0.061,0.674,0.26666666666666666,0.5845066666666666,Positive
Opinion: Cleary Gottlieb's Michael Gerstenzang and Ilona Logvinova suggest redefining expectations of generative AI use and adopting a hybridity approach to best serve clients. https://t.co/Vrtz70lihB,https://x.com/BLaw/status/1841199414838264010,BLaw,0.6369,0.154,0.0,0.846,1.0,0.7821400000000001,Positive
Monopolies Are to Blame for Generative AI s Hallucinations-Opinion https://t.co/LLlmckOSxv,https://x.com/thebhutanese/status/1820405252404965653,thebhutanese,-0.34,0.0,0.231,0.769,0.0,-0.20400000000000001,Negative
The @ABAesq has issued a formal opinion on using generative AI in law. What opportunities and risks do lawyers need to consider? Find out in our latest blog: [link] https://t.co/f0i4dFjMOC,https://x.com/AInnovationAI/status/1843396907185439164,AInnovationAI,0.128,0.082,0.066,0.852,-0.125,0.02679999999999999,Neutral
Need a second opinion? We can get you one from #GenerativeAI. Boost the performance of your Document Understanding models with generative validation: https://t.co/oc35ftYylf #SpecializedAI https://t.co/wfZ4bZ07La,https://x.com/bpkrumrey/status/1860331310775939092,bpkrumrey,0.4019,0.105,0.0,0.895,0.0,0.24113999999999997,Positive
Generative Wallpapers are cool but how about AI Watch Faces? https://t.co/KFLcW2ziUy,https://x.com/SamMobiles/status/1828485745499095150,SamMobiles,0.1655,0.142,0.0,0.858,0.35,0.23929999999999998,Positive
hot take: I don't think generative AI is a category. it's new tech for building custom data transformations. with minimal instruction you repeatedly transform (almost) any type of input data into any type of output data. this is a completely novel building block for engineers,https://x.com/sjwhitmore/status/1704548820422434853,sjwhitmore,-0.1458,0.057,0.069,0.874,0.09659090909090909,-0.04884363636363637,Neutral
Last December Pablo Delcan writes I announced the creation of the very first non-artificial-intelligence generative art model. The model was him and a stack of blank paper sketching in response to prompts sent to him over the internet. Read: https://t.co/f05azCW6JB,https://x.com/nytopinion/status/1831857415039418756,nytopinion,0.2732,0.054,0.0,0.946,0.10833333333333334,0.20725333333333332,Positive
I ve resigned from my role leading the Audio team at Stability AI because I don t agree with the company s opinion that training generative AI models on copyrighted works is fair use . First off I want to say that there are lots of people at Stability who are deeply,https://x.com/ednewtonrex/status/1724902327151452486,ednewtonrex,0.4767,0.122,0.04,0.838,0.31666666666666665,0.41268666666666665,Positive
Opinion: What are you trying to accomplish by using generative AI? Answering these questions should be a team sport explains DLA Piper's Allen Waxman Barclay T. Blair and Danny Tobey. They share tips on how in-house teams can adopt AI. https://t.co/KGgBayozNO,https://x.com/jadachin/status/1832061651656523884,jadachin,0.6908,0.153,0.0,0.847,0.0,0.41447999999999996,Positive
Opinion | Off-Loading in the Age of Generative AI A guest post by James DeVaney. https://t.co/cRLR13lRey https://t.co/jTxSsWhYz3,https://x.com/insidehighered/status/1844461922747359617,insidehighered,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Generative AI offers incredible potential to enrich the world of art and culture but it also raises fundamental questions about authenticity and value. I just published: Generative AI: When Machines Become Human Creativity Partners https://t.co/zyrLoP8F5x,https://x.com/AryBandung/status/1859825597456973826,AryBandung,0.7579,0.169,0.0,0.831,0.25,0.55474,Positive
Need a second opinion? We can get you one from #GenerativeAI. Boost the performance of your Document Understanding models with generative validation: https://t.co/KgfnqNgzSh #SpecializedAI https://t.co/Gy5hdMF4JZ,https://x.com/dawindycitytmc/status/1860819974584938559,dawindycitytmc,0.4019,0.105,0.0,0.895,0.0,0.24113999999999997,Positive
Opinion | AI Is Already Advancing Higher Education Generative AI has enormous potential to advance enhance and expand higher education in the future. Few realize how AI already is improving what we do today in myriad ways. https://t.co/9flxl0fa3X https://t.co/e42pwVqpld,https://x.com/insidehighered/status/1834379486684389765,insidehighered,0.6249,0.124,0.0,0.876,0.049999999999999996,0.39494,Positive
@ItIsHoeMath All the AI professors are right in saying that current generative AI can't do reasoning mostly. They sometimes have recurrent parts that can in rare cases let them tell their output is bad and improve it. Otherwise they just give their immediate thoughtless reactions.,https://x.com/simulatorleek/status/1860943582737084554,simulatorleek,-0.5574,0.056,0.126,0.817,0.07714285714285715,-0.30358285714285715,Negative
Generative AI can rapidly spin up concepts that seem good enough at first glance Goff says. But when you scrutinize them the limitations become obvious. https://t.co/ffxF1RR7OL,https://x.com/ReemSAlGurg/status/1859270385897795787,ReemSAlGurg,0.2382,0.072,0.0,0.928,0.2375,0.23792,Positive
Chrono-Sampling: Generative AI Enabled Time Machine for Public Opinion Data Collection https://t.co/v1bv6CAgV1,https://x.com/PsyArXiv_bot_v2/status/1828515256747925750,PsyArXiv_bot_v2,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
a lot of people seemingly don t understand the difference between using AI as an assistive tool (e.i in photoshop or video editing etc.) and using generative AI to CREATE an entire new thing. AI is just a blanket term it has many uses and this is the correct opinion to have.,https://x.com/emopunkloser/status/1836012307597480058,emopunkloser,0.4278,0.056,0.0,0.944,0.21212121212121213,0.34152848484848486,Positive
The most common goal of actors misusing generative AI was to shape or influence public opinion the analysis conducted with the search group s research and development unit Jigsaw found. #AI #medialiteracy #ditigalliteracy https://t.co/rx9xkVVwOF,https://x.com/eQuality_ca/status/1814312740820819975,eQuality_ca,0.0,0.0,0.0,1.0,0.06666666666666667,0.02666666666666667,Neutral
Generative AI models can implicitly favor certain brands companies and products over others creating an uneven playing field and influencing consumer choices without their conscious awareness. Read now: https://t.co/OuyEOaHDmP https://t.co/tTbAztHUfa,https://x.com/blackbird_ai/status/1861016989445050824,blackbird_ai,0.7783,0.253,0.0,0.747,0.03809523809523809,0.48221809523809517,Positive
I f***ing hate generative AI : Procreate vows never to use the technology in its products Despite a lot of public opinion being against the use of generative AI and companies force-feeding the tech into our mouths most firms believe n... https://t.co/G0nXbrsdnO,https://x.com/TechSpot/status/1825898740407754865,TechSpot,-0.5719,0.0,0.089,0.911,-0.10000000000000002,-0.3831399999999999,Negative
Understanding generative AI as a pedagogical innovation (opinion) - Inside Higher Ed https://t.co/Asq7puCoDC #GenerativeAI #GenAI #AI,https://x.com/EpicPlain/status/1860960172920721441,EpicPlain,0.3818,0.167,0.0,0.833,0.25,0.32908,Positive
Opinion: #Chinese courts have been handing down judgments related to generative #AI. Some Westerners may tend to view the rule-making process of AI from the perspective of a global race. That is unnecessary. Verdicts by Chinese courts will make a positive contribution to https://t.co/wFeQeLgiN0,https://x.com/globaltimesnews/status/1823015980278460685,globaltimesnews,0.5994,0.109,0.0,0.891,-0.046897546897546896,0.34088098124098126,Positive
Twice this week the @NobelPrize has distinguished #AI-related scientific advances. What will be the economic consequences? An opportunity to read the @Adlc_ opinion on competition in generative artificial intelligence now fully available in 🇬🇧: https://t.co/0CMx9qMD16,https://x.com/BCoeure/status/1843975648886641148,BCoeure,0.7096,0.152,0.0,0.848,1.850371707708594e-17,0.42575999999999997,Positive
Excited to announce that @littvay and I will be presenting two of our latest projects on LLMs Generative AI and Public Opinion Research: Chrono-Sampling and The Zeus Protocol. Can't wait to see you all there!,https://x.com/er_tamaki/status/1857396973180952792,er_tamaki,0.4003,0.075,0.0,0.925,0.2916666666666667,0.35684666666666665,Positive
Deciding between traditional AI and Generative AI? In my opinion traditional AI excels in structured environments where precision and efficiency are key while Generative AI shines in creative or data-intensive scenarios. Knowing when to use each is crucial. #AIApplication,https://x.com/MarijusAj/status/1834780104897032274,MarijusAj,0.836,0.198,0.0,0.802,0.1,0.5416,Positive
QOTMII 2024 US ELECTIONS did it! Very proud to have demonstrated that our QOTMII generative AI captured the pulse of public opinion predicted Trump's victory confirming its power! Download your app now! https://t.co/N5qCHqdym9 #USElection2024 https://t.co/LLHDoVAjnC,https://x.com/QotMii/status/1854972357921980794,QotMii,0.645,0.112,0.0,0.888,0.5,0.587,Positive
OPINION: @UTAustin students should recognize how rising generative AI both contributes to and combats the spread of misinformation in the news by staying informed and asking questions to distinguish between fact and fiction. https://t.co/DVvnBe6Ti3 https://t.co/WcclSmMSV9,https://x.com/thedailytexan/status/1839372442181292153,thedailytexan,-0.4767,0.0,0.111,0.889,0.0,-0.28602,Negative
Opinion | Upskilling Reskilling or Retiring: Responding to the Advent of AI The anticipated replacement of human workers with generative AI apps has begun. Earlier this year IBM announced about 8 000 layoffs amid an AI-powered initiative. https://t.co/Lkq3aPhTVr https://t.co/8ZElAnE9eq,https://x.com/insidehighered/status/1829225526382277059,insidehighered,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
A list of resources articles and opinion pieces relating to generative AI models September 2024 update https://t.co/rs5wedGI0D,https://x.com/aihuborg/status/1834516742934012136,aihuborg,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
The challenge for users of generative AI is retaining the human element. These teachers have done that. #EWOpinion #K12 #AI https://t.co/BSXUIr09LD,https://x.com/EdWeekOpinion/status/1838309864201949487,EdWeekOpinion,0.0772,0.061,0.0,0.939,0.0,0.04632,Neutral
The ABA just dropped its new formal ethics opinion regarding the use of generative AI. I feel like Cassandra these days. Is AI all it is cracked up to be? No and lawyers need to be wary. @DuqKlineLaw https://t.co/1HUszrtqSU,https://x.com/ProfAMLondon1/status/1817952878947860919,ProfAMLondon1,0.0772,0.061,0.054,0.885,-0.18181818181818182,-0.026407272727272738,Neutral
Responsibilities considerations for training generative AI skills: Opinion #CDNPSE #HigherEd #Education | Read More: https://t.co/pRVeTQSf1X,https://x.com/AcademicaTopTen/status/1821185503778996269,AcademicaTopTen,0.0,0.0,0.0,1.0,0.5,0.2,Positive
Interesting opinion about generative AI and the frenzy that has been going on for the last 2 years.,https://x.com/panis_pieri/status/1845657656091939170,panis_pieri,0.1027,0.135,0.115,0.75,0.25,0.16161999999999999,Positive
I also think other generative ais seem to do more harm than good. Esp with deepfakes and scams and bots in general,https://x.com/CodePotrick/status/1860002004598423852,CodePotrick,-0.6629,0.11,0.264,0.626,0.28125,-0.28524000000000005,Negative
️ Amazon is reportedly incorporating Anthropic's #ClaudeAI into its #Alexa voice-assistant technology. https://t.co/J7XlVotsmt This could be a big win for Anthropic and may lead to a paid tier of Alexa with more advanced generative AI tech. Opinion: It's interesting to see,https://x.com/richardkimphd/status/1830200239212634273,richardkimphd,0.8588,0.236,0.0,0.764,0.44000000000000006,0.69128,Positive
This Week in eDiscovery: Preserving Relevant Data on Video Game Consoles ABA Opinion on Generative AI https://t.co/WRosrJmH8g | by @TrustArray,https://x.com/E_Discovery/status/1821606833641157083,E_Discovery,0.0,0.0,0.0,1.0,0.0,0.0,Neutral
Very good counter narrative on AI. I don t know enough to have a strong opinion but he makes some well-reasoned points and worth a read when everything is so hyped. His confidence in the face of that hype is impressive: It's obvious. It's well-documented. Generative AI,https://x.com/AustinTunnell/status/1810490475960279342,AustinTunnell,0.9422,0.295,0.0,0.705,0.4405555555555556,0.7415422222222223,Positive
Need a second opinion? We can get you one from #GenerativeAI. Boost the performance of your Document Understanding models with generative validation: https://t.co/rrsMPqLtrx #SpecializedAI https://t.co/yhz2g58aZB,https://x.com/diego_turati/status/1860766552267628599,diego_turati,0.4019,0.105,0.0,0.895,0.0,0.24113999999999997,Positive
Chatbot hype: Generative AI is looking like a big dud. Perhaps an exaggeration but LLMs are prone to hallucinations by their design which lacks propositions and a world model. https://t.co/E01x930Yju via @BostonGlobe,https://x.com/sapinker/status/1834573309943398631,sapinker,0.0644,0.056,0.048,0.896,0.0,0.03864,Neutral
Current generative AI is not an artist it s a highly powerful brush distilled from all other brushes it has been trained on. Its content is not the pretty picture but the prompt and a random number and it s limited by the ratio of achievable prompt control to randomness. https://t.co/F4KP6o2wRR,https://x.com/Plinz/status/1753535198665560174,Plinz,0.3144,0.123,0.079,0.798,-0.024404761904761905,0.17887809523809522,Positive
#GenAI vs #SaaS: The battle heats up! Klarna's strategic moves show how Generative AI is revolutionising customer service and enterprise tech disrupting the SaaS industry. @JochelleJourno with a detailed report. https://t.co/r5BsvaxA6n,https://x.com/ETOpinion/status/1833464007019078045,ETOpinion,-0.4389,0.0,0.091,0.909,0.4,-0.10333999999999999,Negative
Coca-Cola went the generative AI route for its Holidays Are Coming television ads in case your holiday season wasn't quite creepy enough already. / #cocacola #AI #christmas #opinion https://t.co/uqJlyzJFQG,https://x.com/bleedingcool/status/1857533247434981756,bleedingcool,0.6486,0.169,0.0,0.831,-0.25,0.28916,Positive
One of the great uses of generative AI in my opinion is that it does level the playing field for companies of all sizes. It offers the opportunity for someone at a mom-and-pop shop to ask questions. https://t.co/H1uvypbfWJ,https://x.com/DannyGroner/status/1833967191605346464,DannyGroner,0.8271,0.204,0.0,0.796,0.45,0.67626,Positive
Generative AI is a significant leap in AI evolution. Understanding its potential for societal and economic impact is crucial as companies embrace it. Identifying value opportunities is critical. Souce @McKinsey Link https://t.co/uHbZRPSjGu rt @antgrasso #GenerativeAI #AI https://t.co/mbsjTticdc,https://x.com/TheDigitalJob/status/1859929649687810303,TheDigitalJob,0.7003,0.215,0.054,0.731,0.11499999999999999,0.46618,Positive
@Chillzmadeit @terminallyOL No. The difference is the machine will perform better at manual tasks by nature. It doesn't perform better at things like identifying what to say to make a specific student learn or originality. Generative AI is literally just a frequency analysis machine. It doesn't create.,https://x.com/kevlap017/status/1859436376451637701,kevlap017,0.647,0.159,0.077,0.765,0.3333333333333333,0.5215333333333333,Positive
The Generative AI Paradox: What It Can Create It May Not Understand paper page: https://t.co/KHJD6MKiMA The recent wave of generative AI has sparked unprecedented global attention with both excitement and concern over potentially superhuman levels of artificial https://t.co/0FkKMFIT5h,https://x.com/_akhaliq/status/1719907048379338803,_akhaliq,0.5994,0.127,0.034,0.839,0.0,0.35964,Positive
Need a second opinion? We can get you one from #GenerativeAI. Boost the performance of your Document Understanding models with generative validation: https://t.co/3opD3mvk60 #SpecializedAI https://t.co/O6LV2DMpQo,https://x.com/dawindycitytmc/status/1859745128568549721,dawindycitytmc,0.4019,0.105,0.0,0.895,0.0,0.24113999999999997,Positive
Zuckerberg may have a history of copying of others ideas but when it comes to navigating the generative AI hype cycle he s the one forging a smarter path ⬇️ https://t.co/1XihDeKVk5,https://x.com/opinion/status/1829145076251144559,opinion,0.6124,0.129,0.0,0.871,0.0,0.36744000000000004,Positive
Need a second opinion? We can get you one from #GenerativeAI. Boost the performance of your Document Understanding models with generative validation: https://t.co/Kz0C83YFf2 #SpecializedAI https://t.co/ck7OlSV1UF,https://x.com/dawindycitytmc/status/1859958964131074488,dawindycitytmc,0.4019,0.105,0.0,0.895,0.0,0.24113999999999997,Positive
posts like this is harming more than helping bcs you antagonize artists web developers or even game developers using traditional AI. pls educate yourself on the difference between traditional AI and generative AI before stating your opinion on social media.,https://x.com/_ranituran/status/1853580467355914322,_ranituran,-0.323,0.131,0.138,0.731,0.02666666666666666,-0.18313333333333334,Negative
QOTMII 2024 US ELECTIONS did it! Accurately predicted Trump's victory confirming the power of its generative AI algorithms! Very proud to have demonstrated that our QOTMII generative AI accurately captures the pulse of public opinion. #USAElections2024 https://t.co/840vH08wLO,https://x.com/QotMii/status/1854475994201026819,QotMii,0.6094,0.099,0.0,0.901,0.47500000000000003,0.55564,Positive
Reading @latimes Editorial: Generative AI's an energy hog which could hurt progress fighting #climatechange https://t.co/AqpnYsB2dw @claireluvsbearz @mog7546 @shareitarie10 @HarryMcLane @bdowney2338 @CorbieCrow @PatrickNTokyo @nebraskaredrose @Annimallover @AssaadRazzouk,https://x.com/AllanMargolin/status/1824224400104689714,AllanMargolin,-0.25,0.154,0.186,0.66,0.0,-0.15,Negative
The challenge for users of generative artificial intelligence is retaining the human element. Discover how these teachers have done just that. #EWOpinion #K12 #AI #Teachers https://t.co/VQQ2mNdk9D,https://x.com/educationweek/status/1838389892268638330,educationweek,0.5267,0.155,0.0,0.845,-0.3,0.19601999999999997,Positive
If your opinion is just generative AI = bad you've kind missed the entire point of what makes it bad. We could have generative AI and it would be fine if there were better legal framesworks around the use of copyrighted material for Generative AI.,https://x.com/BeigeFrequency/status/1845990675524788507,BeigeFrequency,-0.1531,0.172,0.165,0.663,0.045238095238095286,-0.07376476190476189,Neutral
Committee on Professional Ethics of @NYCBarAssn has said that [a] lawyer may wish to consider appropriate use of Generative AI tools to minimize client cost as the use of Generative AI becomes more widespread in their recently issued Formal Opinion 2024-5. The Committee has https://t.co/Edi8dpohh4,https://x.com/pastadegen/status/1832727026987340093,pastadegen,0.4019,0.058,0.0,0.942,0.275,0.35114,Positive
you know whose opinion i d like on generative ai? ja rule. won t someone please get ja on the line &amp; ask him what he thinks so that we can make sense of all of this??,https://x.com/signulll/status/1810783397197009002,signulll,0.8418,0.226,0.0,0.774,0.0,0.50508,Positive
Our overarching stance on AI is that LLM-based generative AI tools are not yet ready for unsupervised use. AI detection companies stress that their services shouldn t be treated as judge jury and executioner but rather as a data point to help inform and guide teachers.,https://x.com/AsiaEditHK/status/1860679240188125443,AsiaEditHK,0.2721,0.074,0.072,0.854,0.2,0.24326,Positive
Billionaire Rupert Murdoch s Dow Jones and New York Post filed a lawsuit against generative AI search engine Perplexity for copying news content analysis and opinion on a massive scale. #Forbes For more details: https://t.co/tiUu1BVwji https://t.co/ywsCTGn9rM,https://x.com/Forbes_MENA_/status/1848466650938675342,Forbes_MENA_,-0.2263,0.0,0.056,0.944,0.21212121212121213,-0.05093151515151513,Neutral
@JayMiester_ Kk. Hate me all you want your opinion is not the loudest one here lmao. Most people have the basic understanding between generative ai and useful ai Like the hair ai they used in monsters inc Not all ai is bad. You hating people for understanding that is kinda lame,https://x.com/RamuneRavenart/status/1858219483136921947,RamuneRavenart,-0.228,0.192,0.191,0.617,-0.08571428571428572,-0.17108571428571429,Negative
Generative AI empowers users to swiftly produce original content by leveraging a range of inputs such as text images sound clips animations and 3D models. Source @nvidia Link https://t.co/x1Or1iV8JA rt @antgrasso #AI #GenerativeAI #ChatGPT https://t.co/2M2ltzEyqu,https://x.com/MaxDigitalSight/status/1859477413886869784,MaxDigitalSight,0.5423,0.123,0.0,0.877,0.25833333333333336,0.42871333333333334,Positive
who did not want to follow the crowd and has their own ideas about what they needed to do. This dampened our culture and innovation bringing people to even think that generative #AI a regurgitation of the past was actually our cultural future. /6,https://x.com/JustineBateman/status/1854926849136353704,JustineBateman,0.3352,0.058,0.027,0.915,0.09,0.23712,Positive
OPINION: Generative AI is reshaping the legal profession. As lawyers adopt tools like ChatGPT law schools must adapt their training to meet the evolving demands of the field. https://t.co/SWhhXzCluc,https://x.com/NLM_Magazine/status/1840700833261932778,NLM_Magazine,0.5719,0.18,0.0,0.82,0.2,0.42313999999999996,Positive
Science fiction offers roadmap to navigating classroom conversations about generative AI: Opinion #CDNPSE #HigherEd #Education | Read More: https://t.co/WvpKEPdnRd,https://x.com/AcademicaTopTen/status/1858548295485792474,AcademicaTopTen,0.0,0.0,0.0,1.0,0.3,0.12,Positive
I really feel like generative ai is just a fad rn. As soon as all the advanced stuff becomes readily available to the average person ittl be treated like crappy drawings on napkins dw yall everyone's using it because it's new they'll get bored quick. Ai won't replace artists.,https://x.com/NE0M0RTEM/status/1859234008233603280,NE0M0RTEM,0.4131,0.168,0.102,0.73,0.11709956709956708,0.2946998268398268,Positive
Great e-Scrape: clarity needed over generative AI training | Opinion | Law Gazette https://t.co/TAnHINLlf7 #GenerativeAI #GenAI #AI,https://x.com/EpicPlain/status/1851686836176908347,EpicPlain,0.7783,0.343,0.0,0.657,0.8,0.78698,Positive
Opinion: Carefully applied generative AI can elevate education for everyone https://t.co/PP1OZJ5z3v #GenerativeAI #GenAI #AI,https://x.com/EpicPlain/status/1841849528531419541,EpicPlain,0.128,0.103,0.0,0.897,-0.1,0.036799999999999986,Neutral
OPINION | Digital replicas: The double-edged sword of generative AI: South African law needs to deal with the dangers of generative AI so we can safely take advantage of its benefits. https://t.co/qiJiP2vZiS,https://x.com/mailandguardian/status/1851251480365302174,mailandguardian,0.5945,0.211,0.084,0.706,0.16666666666666666,0.42336666666666667,Positive
The implementation of generative AI could raise several ethical challenges and risks related to privacy security workforce and politics. Higher-quality and unbiased data are needed to build AI systems. Source @simform Link https://t.co/8W8WrdlOiR rt @antgrasso #GenAI https://t.co/KGCQ0NWmjT,https://x.com/SocialTMantra/status/1860393236302287226,SocialTMantra,0.5859,0.166,0.076,0.758,0.06666666666666667,0.37820666666666664,Positive
@corixpartners Generative AI is a double-edged sword for cybersecurity offering rapid threat detection but introducing significant risks like data breaches and deepfakes. Companies must balance innovation with robust protections to stay ahead.,https://x.com/InkbridgeNtwrks/status/1860358803889209572,InkbridgeNtwrks,0.7964,0.286,0.116,0.598,0.375,0.62784,Positive
also to add my personal opinion: this is why ppl need to CALL OUT GENERATIVE AI IN KPOP. bc these idols might not even be properly informed of the issues w its use and while they might have worries they're also deferring to public opinion to see if something is acceptable or not,https://x.com/tachycardial/status/1795079584997597256,tachycardial,-0.296,0.041,0.081,0.878,0.0,-0.17759999999999998,Negative
Generative AI is not the dominant paradigm in ML in any real sense. Unfortunately it dominates the public consciousness in hype in resource consumption and percentage of failed startups.,https://x.com/bayesianboy/status/1805411837250314533,bayesianboy,-0.6705,0.036,0.173,0.79,-0.2,-0.4823,Negative
Generative AI: The destructive power and opportunities in the geopolitical arena. Generative AI presents Israel with complex challenges. Yet it also holds the potential to safeguard our values history and national security. #Opinion https://t.co/CgXtdqZvq6,https://x.com/Calcalistech/status/1848967328181997774,Calcalistech,0.6808,0.266,0.092,0.642,-0.3,0.28847999999999996,Positive
I guess @cathythorbecke has taken Chinese law too seriously. China is taking a lax stance in regulating its generative AI (aside from content moderation) and its law offers little protection to its citizens in practice. https://t.co/kZLqBGpK5T via @opinion,https://x.com/AngelaZhangHK/status/1837020402284954076,AngelaZhangHK,-0.1779,0.0,0.046,0.954,-0.10520833333333332,-0.14882333333333334,Negative
Generative AI is the asbestos of engineering. Great reasons to grind it up and put it in everything. But we can already see the rot it infuses into products and harm to health of the communities producing them.,https://x.com/cnlohr/status/1841571585251246579,cnlohr,-0.4939,0.059,0.11,0.831,0.8,0.02366000000000007,Neutral
